Comment,polarity,severity,reasons,quoted_spans,brief
pierre changed his whole production style too many people copying his beats,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
i hate how underrated this man is but i lowkey like it at the same time,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
slaps like an abusive relationship,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
genuine question during the experiment with the dead fish how did the eel knew the fish responded to its doublet when there was an agar barrier between them placed there to particularly impede the electric shock you mentioned the eels eyesight is poor and they rely heavily on their electrolocation of prey answers are appreciated thanks,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
i keep on getting med school ads on these bio videos and im like dude im just tryna pass grade 10 calm down,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
my bio teacher is wellknown for not paying attention to any of her classes except chemistry and then at the end of the year giving out candy to all of her other classes and apologizing for being a shitty teacher of course that does nothing to raise my grade in her class but these videos do thanks so much yall for helping me understand this flipping course,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
its such a shame this song wasnt a hit in america this is pop perfection,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
the choreographer clearly gave them like two runthroughs of the dance before running out of time and just saying fuck it thisll do,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
watching this the day before my bio exam and realizing that i’m so gonna fail,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
the fact that humans need stab proof vest to survive one of these guys tells you how deadly they can be,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
and there are still people that dare to say modern dinosaurs are boring just take a look at this absolute unit,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
im from brazil and i heard ranchers telling stories such as about that time their grandpa saw a harpy lifting a newborn calf duting his youth or that day a harpy snatched a hound in goiás clearly exagerations wild tales but it shows the reverence respect and even fear the harpy commands on people also the state police here where im from has harpia as a callsign their helicopters,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
i wonder if the harpy calls werent only used to identify primates without a response but to actually wear down their awareness overtime by conditioning them to expect calls before seeing the eagle we might see more of those mixups and mindgames if we observed them in areas where primates lived alongside eagles for more than a year,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
probably shouldve paid attention in class questioning life choices,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
adenosine triphosphate shoots off third phosphate group adenosine die phosphate,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
my brain is not excepting this knowledge,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
well i disagree with the answer to question 27 because mitochondria itself has its own dna,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
dumb idea a ca video thats literally just exploring life on earth describing the lifeforms with examples from fictional works in a role reversal way treating the very real animals like their pieces of speculative work and vice versa ie in the vast earth oceans live an apex predator unchanged for millions of years the shark though they look remarkably simular to the squidsharks of 4546b but are more closely related to earth fish than squids as a terrible example,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
something ive noticed about alien spec bio things is that i dont often see structures analogous to fur or feathers on the critters i wonder why,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
some people still ask why are there still apes or monkeys it should be obvious that such people lack an understanding of what evolution is and how it works apparently someone told such people that humans evolved from apes and from that due to their lack of education they assumed that all apes were supposed to evolve into humans that is not how evolution works but creationists have no interest in learning anything other than creation mythology they might just as well have asked if dogs are descended from wolves why are there still wolves or even if americans came from europe why are there still europeans just as dogs descended from a population of wolves so too did humans evolve from one particular population of apes what we know is that the first apes evolved in africa about 25 million years ago from a population of old world monkeys whereas monkeys run on all four feet across the tops of branches apes evolved the ability to swing arm over arm from branch to branch evolution works to make each species best suited to their environment for apes that environment was the forest and they are well suited for it at one time there were about 30 different species of apes in those forests had environmental conditions remained the same we would still see forests covering the whole african continent however conditions did not stay the same the climate became drier as a result forested areas shrank in size and were replaced by grasslands the african savanna with just a few scattered trees the shrinking forests put different ape species in competition with each other and many went extinct then about 6 or 7 million years ago one population of apes split with some of them opting for life on that open savanna all apes are capable of walking upright they are just not comfortable doing so for long periods of time recent experiments with trained chimps on a treadmill have shown that for them walking upright was more efficient in terms of energy expended than quadrupedal walking chimps and other apes though must shift their weight from side to side while walking bipedaly that savanna environment favored skeletal changes that placed the knees directly under the center of gravity by about 4 mya our ancestral australopithecines had almost the same pelvis femur knees and feet as modern humans that gave them a smooth stride that was efficient for long distance travel they did however retain long arms and curved fingers enabling them to climb a tree when danger threatened the apes that remained in a forest environment were under little pressure to change they became the ancestors of todays chimps and bonobos those living in the open were presented challenges not experienced by woodland apes and that required greater intelligence and cooperation to overcome them it set their descendants on a different evolutionary trajectory that culminated in us,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
some people still ask why are there still apes or monkeys it should be obvious that such people lack an understanding of what evolution is and how it works apparently someone told such people that humans evolved from apes and from that due to their lack of education they assumed that all apes were supposed to evolve into humans that is not how evolution works but creationists have no interest in learning anything other than creation mythology they might just as well have asked if dogs are descended from wolves why are there still wolves or even if americans came from europe why are there still europeans just as dogs descended from a population of wolves so too did humans evolve from one particular population of apes what we know is that the first apes evolved in africa about 25 million years ago from a population of old world monkeys whereas monkeys run on all four feet across the tops of branches apes evolved the ability to swing arm over arm from branch to branch evolution works to make each species best suited to their environment for apes that environment was the forest and they are well suited for it at one time there were about 30 different species of apes in those forests had environmental conditions remained the same we would still see forests covering the whole african continent however conditions did not stay the same the climate became drier as a result forested areas shrank in size and were replaced by grasslands the african savanna with just a few scattered trees the shrinking forests put different ape species in competition with each other and many went extinct then about 6 or 7 million years ago one population of apes split with some of them opting for life on that open savanna all apes are capable of walking upright they are just not comfortable doing so for long periods of time recent experiments with trained chimps on a treadmill have shown that for them walking upright was more efficient in terms of energy expended than quadrupedal walking chimps and other apes though must shift their weight from side to side while walking bipedaly that savanna environment favored skeletal changes that placed the knees directly under the center of gravity by about 4 mya our ancestral australopithecines had almost the same pelvis femur knees and feet as modern humans that gave them a smooth stride that was efficient for long distance travel they did however retain long arms and curved fingers enabling them to climb a tree when danger threatened the apes that remained in a forest environment were under little pressure to change they became the ancestors of todays chimps and bonobos those living in the open were presented challenges not experienced by woodland apes and that required greater intelligence and cooperation to overcome them it set their descendants on a different evolutionary trajectory that culminated in us,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
when youre watching this because your bio teacher cannot teach,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
my biology textbook is the worst thing ever written a full chapter takes only about a page and teaches nothing thank god for crash course,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
if hippos were carnivores that lit their prey on fire so all the nightmares at once,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
this is what causes some bugs i think one lizard and also one jesus to be able to walk on water hank how the hell were you able to say that with a straight face ,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
i credit crash course with my success in bio105 when you cover 2 chapters a week and youre taking 15 credit hours4 classes total its pretty much hilariously impossible to actually grasp the material as you progress and really understand it,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
this is literally an entire semester of a 400level evolutionary developmental biology course summed up in a 5 minute song fucking legendary,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
biology aside someone has to mention how absolutely insane this acapella is musically he is not using any external instruments apart from his damn mouth absolutely incredible,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
back before we blew up the cambrian like a bomb bomb shoutout to the precambrian explosion,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
why recreate adversity im definitely part of that subgroup against bonsai its crippling trees for just aesthetics and theres also some weird control issues to unpack around it just get some plants that are good for your local wildlife,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
people like to talk about torturing trees like they dont cut their grass every week,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
so a bonsai could theoretically become a normal huge tree when planted elsewhere but the question is is a tree “happier” when it grows way bigger or is the tree happy when it’s small too the obvious answer is no the tree doesn’t care another answer would be “we have no way of knowing” people like to assign emotions to things but a lot of the time those emotions are just selfreflection people assign the wrong emotions to animals too even though we know animals can feel emotion people still misunderstand them and describe them incorrectly this happens all the time so even when we find out trees can experience emotion and some evidence already suggests this we would probably still force our own perspective onto them like we do now what we do know for a fact is that plants do what they do with the conditions they are given are they “satisfied” being the tree that they are i don’t think trees know this concept i think people shouldn’t anthromorphise their idea of “succes and satisfaction” onto plants in fact people already project their ideas of success onto other people and animals who don’t need it the trees definitely don’t need it either,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
no one chemist ill just throw acid on a gas vehicle,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
cant help but quote douglas adams there is a theory which states that if ever anyone discovers exactly what the universe is for and why it is here it will instantly disappear and be replaced by something even more bizarre and inexplicable there is another theory which states that this has already happened”,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
sending the electron through a magnetic field doesnt seem like asking are you spin up or down but rather will you orient yourself up or down when subjected to this field and it seems logical that the leftright alignment would be random after that since then youre asking will you orient yourself left of right when subjected to this orthogonal field anyway taking this sort of observer centric view probably often leads one to boltzmann brains and other rather useless hypersimplified things,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
im a physics graduate and watching the experts discussions made me feel like sht the more you learn the more you realize how much you actually dont know,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
they cheated by hiring the smartest 8yearold they could find,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
ive studied a bit of all sorts of physics quantum physics classical and relativistic physics regarding nuclear energy and radioactive decay but ive noticed that the classical physics of nyoton is still the hardest for me especially the motion of liquids and solid objects like projectiles,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
it’s hard to believe it’s been five years since the president of the united states stared at an eclipse twice,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
how does this work hmm i dont know why dont you tell m number two,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
years ago i was a physics major life didnt turn out the way i initially expected and now im in cs classes including theory of computation this video is very much the intersection of stuff ive studiedstudying and hits hard,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
real reasons our eletric bills are so high,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
all i got out of this is our electric bills will never be free,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
i was attacked by ceti years ago trying to prove that there were aliens,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
i have a pretty big physics problem that has perplexed me my whole life the closest supermarket from where i live is 500 meters roughly and it takes me 12 minutes to walk there and back at a walking speed of 5 kph 3 mph the problem is it has taken my father 18 years to make this trip and i want to know how this strange phenomenon has occurred,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
he’s “rich” but can’t afford better quality lol ,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
ahhh problems with the standard model whod have guessed i had some wonderful arguments with particle physicists while living near cern a few years back but ive had problems with this particular theory since the copenhagen interpretation of the 1920s,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
i feel terrible for bob  he sounds like he’s crying 1 like 1 prayer for bob,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
she was my life she filled my soul she was part of my heart all this coming from a 8 year old im 11 years old and i dont even have a friend thats a girl,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
physics is so interesting when you actually get to know and understand it i really want to sue all my school teachers for not doing their jobs correctly and for only scraping the surface when it comes to physics it really is just so frustrating when you are so interesting in something that you cant even understand properly,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
it tells us that we are looking at the universe through the wrong end of the telescope,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
i thought the content and editing of this docu was really very good let down however once again by an agonising and overly intrusive soundtrack of bings bongs muzak and mood noise that was so distracting it was actually fighting the content for my attention please please dispense with this nonsense or offer a noise pollution free variant it is such a problem in shows such as this horizon in the uk is especially bad,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
as if the designers of the universe overlooked the possibility that a species would evolve enough to work out some of it no wonder it makes no sense at a quantum level when they realise what were up to well know they know imagine that was actually true d,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
304 i can tell by the multiple times he says he’s getting high ground and how physics doesn’t care the he’s one of those obsessive jerks that keeps bullying even though no one really cares cleary the high ground doesn’t matter because every time he absolutely bodied him,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
life man what is it even,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
when your physics teacher doesnt teach you physics so you rely on the internet,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
does the sound dim at random points for anyone else its like someone muffled the mic arbitrarily,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
235 i dont think ronnie wants to buy the whole restaurant,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
can i just say that n3on is a savage rn,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
imagine this guy with his personality if he is not rich,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
damn man im seeing physics face he changed damn i havent watch you in 1 year,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
n3on no way bro x2 me makes swish and breaks my brothers ankles n3on cant even dribble,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
hes literally tripped out the whole video when you met him,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
let me remind people who are scared splitting an atom makes it blow up smacking two particles together doesnt make explosions it makes fusions,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
everything applied causes side effects,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
ooops pushed again into another alternate dimension i wonder what this one will be like,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
damn this man is sharp for his age my granddad bless his soul only got to live to the age of 79 and in his last 3 years he deteriorated to such a degree that he couldnt function at all it was sad to witness sir penrose is 90 now almost 91 and he talks about stuff in a very clear way which most adults arent able to do amazing,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
the fact that n3on calls everyone poor but he always wears the default in fortnite,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
if anyone wanted to see something cursed here it is faze n3on,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
bruh neon freaks out when gets a good gun imagine how he acts when he gets vbucks,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
the way how the rich kid kept closing his eyes and making extpresions will making threats just made me cringe ,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
“rich kid” me he can’t even afford a coach to teach him how to build,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
just as i’m getting frustrated with my chemistry and math this semester this podcast pops up perfect timing lex it’s time to get my fight back,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
i really think this would ruin the minecraft experience completely if it was added in but for a mod its pretty cool,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
you are a life saver i got stuck with a pretty bad teacher and literally wouldve failed my exam if it wasnt for you,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
the audio is pulled from a talk given by susskind at uc berkeley search for it on youtube and you’ll find it not sure why this channel doesn’t cite that talk in the description they’re just repackaging sound bites with impressive graphics,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
you know when someone is worth little if people talk about what he researches not what he accomplished or what his research accomplished everyone is constantly researching life just by living it but we dont give a shit unless you manage something useful and so is with this guy just very unremarkable,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
computer science has to be treated like all the other science based subjects such as physics chemistry or biology its a shame most schools dont take cs as a serious subject,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
now i know that programming cant be learn in 8 minutes,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
and so it begins procrastinating on my actual studies to learn something different from crash course,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
my code works i have no idea why my code doesnt work i have no idea why,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
its odd that everyone knows college is nearly useless yet every business requires you to have it just to be considered for an interview,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
the little girl blew her cover so early in her career,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
i think that’s what i’m most afraid of – getting internships early i’m currently a freshman in college majoring in cs and i have little to no knowledge about coding so when i try to apply for internships i’m afraid that these jobs that an intern does will involve hacking amazon’s database or something wild,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
right when i got into my first cs class in college i was expecting to learn a bunch of programming languages but in reality we just learnt only the concepts and wrote a 10 line program in c for two days and never did any other programming that first cs class made me hate cs because the material was way too quick i started reading the first 3 chapters while taking detailed notes of every paragraph and then it got too overwhelming since i was spending nearly 10 hours for each chapter just taking notes each week i didn’t have enough time so i stopped reading the textbook all together and started to hate it because i was just memorizing the concepts without actually understanding their uses i understood how they worked but not at all their applications my advice read the textbook briefly and don’t read every word so that you won’t become overwhelmed and stop reading all together,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
one of the biggest things people should take into consideration if they’re gonna pursue any it jobs or anything related to cs is that it never ends you’ll constantly be trying to keep up with the latest tech or wondering if you need to bring getting the newest comptia cert or if your current if good enough it’s a rough life especially if you’re married or in a relationship it’s just constantly hours in front of the screen,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
oh my god thank you for clearly explaining how each logic gate is physically represented in an electrical circuit a lot of that abstraction makes it really daunting and hard for dummies like me to get it through our thick heads,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
i love how people have interships in big companies like microsoft google etc and in my country there’s no companies like those i live in venezuela a very poor country i only want to have my degree and get out of this shithole,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
i’m an excs and mathstats student who actually just switched his double major to actuarial science and mathsstats the reason being was because i found out that cs is only about 30 programming the rest of it is theory of cs and various other theoretical mathrelated cs courses like advanced algorithms and theory of computation which i’m personally not interested in if you really don’t find a lot of interest in algorithms data structures and theory of cs as viable as it is this major may most probably not be for you if you love programming but don’t find the indepth cs stuff interesting i’d encourage you to instead selfteach programming or go through a coding bootcamp computer programming is only a tool in cs like math is a tool in physics,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
i actually dropped out of cs the first time around i had no idea what i was getting myself into lol i stomped it later in life though ,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
imposter syndrome is so real i think that ties back in a lot to your first question all of us out here have imposter syndrome because we dont realize everyone else is working so hard,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
hi first of all great video i’m a freshman in my second semester of computer science and i’m kind of struggling i definitely feel the imposter syndrome and i want to practice more but i’m not sure where to look i’ve only learned a bit of java so far and i was going thru leet code and couldn’t really find anything for java do u have any recommendations,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
i’m kinda undecided on my major i’ve thought about optometry but i don’t want to do 8 years of school my mom and dad are software engineers but it’s never really been my passion do you think a cs degree is worth it like especially with jobs and stuff after graduating are you able to still enjoy or have free time,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
000 intro 049 your classmates arent better or worse 151 focus solely on your coursework 307 coffee question 418 join a club 505 attend hackathons 606 learn computer science terminology 718 dont cram or procrastinate 851 dont buy a book unless you need it 928 outro i know you took my job but here i m,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
in a room with 27 people can everyone shake hands with 9 people no theres a pandemic,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
if you play the video at 5 speed he seriously sounds like a valley girl with an attitude,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
the less people going into computer science the more the people calling me a genius,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
i think shes talking about software engineering education not computer science education math is an integral part of computer science because math is the language of science if you took math from computer science by definition you took science out of computer science which is quite bizarre,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
although she’s wrong about the math part i definitely believe that professors like to make learning cs harder than it should be,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
update i switched my major to mathematics i guess cs was not for me xd,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
its 2019 theres no way youre bad at computers youve clearly never worked in tech support,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
im a first year cs student at a major german university and my current classes are introduction to programming computer architecture automata theory calculus and linear algebra i went into it not having a background in cs at all i really only went into it because i have a thing for logic and structure and i dont regret my decision at all at the beginning i was worried because i didnt know how to code at all and i had to put in some extra hours in the beginning compared to the kids who have been doing this since they were in infant but its totally possible,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
there is a small mistake at 415 you would need to connect every point on a column with every other point on the same column same for the rows otherwise a graph coloring algorithm wouldnt work here since graph coloring algorithms only test for the constraint that each neightbor has a different color,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
i did my undergrad in computer science and im finishing up my ms in computer engineering it always drives me nuts when people ask what i do and then assume either is just programming or software engineering i try to explain it like this computer science is centered around mathematicscomputational science and problem solving developing algorithms and optimization programming is just a means of applying mathematics and problem solving techniques to problems computer engineering is focused on the development and design of computer systems i always get a reaction to my code from the guys that took computerelectrical engineering as undergrads because they generally speaking are simply trying to make x thing work and i am trying to make x thing run as efficient as possible you can take several different paths to become a coder but theres very different mindsets developed across the different disciplines anyone looking at going to school for computer science should understand this you are learning to be a problem solver first coding is secondary anyone can learn to code but being a master problem solver is what will set you apart in life and your career if you go down this path you are going to be doing far more math than coding and at the end your undergrad you will realize you barely learned how to code you will have to spend countless hours after graduation learning coding concepts libraries and frameworks but those problem solving skills are what will allow you to put all of that to use i hope this helps someone understand what they are getting into,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
my brain hurts and my decision to watch 20 of these at 1am is still not regreted,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
it completely blows my mind that we can build all of this much less make it the microscopic size we do,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
after 3 years of studying computer science ive realised its not the right major for me unrelated to this quiz got 3 points btw maybe i should have taken this quiz 4 years ago ,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
pspace problems common in planning are arguably harder as tsp is only nphard,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
